Date,Level (m),Level_change (cm),Surface_water_temperature (Celcius),Air_temperature_low (Celcius),Air_temperature_high (Celcius),Code,Bridge_clearance (m),,,,,,,,,
2015-07-30,345.837,-2.6,24.4,15.1,35.3,ssc,6.681,,,,,,,,,
2015-07-31,345.82,-1.7,24.4,15.5,37.5,sss,6.698,,,,,,,,,
2015-08-01,345.776,-4.4,25,16.1,37.1,sss,6.742,,,,,,,,,
2015-08-02,345.725,-5.1,25,16.7,35,ssc,6.793,,,,,,,,,
2015-08-03,345.721,-2.4,25,17.9,34.7,scc,6.797,,,,,,,,,
2015-08-04,345.699,-2.2,25,17.5,32.1,ssc,6.819,,,,,,,,,
2015-08-05,345.691,-0.8,23.9,16.1,27.1,scr,6.827,,,,,,,,,
2015-08-06,345.68,-1.1,23.3,14.5,25.7,scr,6.838,,,,,,,,,
2015-08-07,345.646,-3.4,23.3,13.7,31.5,ssc,6.872,,,,,,,,,
2015-08-08,345.607,-3.9,23.3,15.7,33.1,scr,6.911,,,,,,,,,
2015-08-09,345.613,0.6,23.3,17.3,33.7,scr,6.905,,,,,,,,,
2015-08-10,345.599,-1.4,23.9,17.9,33.3,scc,6.919,,,,,,,,,
2015-08-11,345.577,-2.2,24.4,20.3,32.7,ssc,6.941,,,,,,,,,
2015-08-12,345.558,-1.9,24.4,16.9,35.1,ssc,6.96,,,,,,,,,
2015-08-13,345.54,-1.8,25,19.9,37.7,sss,6.978,,,,,,,,,
2015-08-14,345.537,-0.3,25,18.5,35.9,scr,6.981,,,,,,,,,
2015-08-15,345.51,-2.7,23.3,18.2,25.7,ccr,7.008,,,,,,,,,
2015-08-16,345.504,-0.6,23.9,13.1,27.5,ssc,7.014,,,,,,,,,
2015-08-17,345.491,-1.3,24.4,15.4,31.1,ssc,7.027,,,,,,,,,
2015-08-18,345.464,-2.7,24.4,15.1,32,ssc,7.054,,,,,,,,,
2015-08-19,345.451,-1.3,24.4,14.4,33.6,ssc,7.067,,,,,,,,,
2015-08-20,345.448,-0.3,23.9,17.1,31.5,ssc,7.07,,,,,,,,,
2015-08-21,345.424,-2.4,23.3,18,27.6,scc,7.094,,,,,,,,,
2015-08-22,345.414,-1,23.3,10.4,28.3,ssc,7.104,,,,,,,,,
2015-08-23,345.395,-1.9,22.8,12.3,28.3,ssc,7.123,,,,,,,,,
2015-08-24,345.388,-0.7,23.3,13.4,30.2,ssc,7.13,,,,,,,,,
2015-08-25,345.358,-3,23.3,13,30.5,ssc,7.16,,,,,,,,,
2015-08-26,345.346,-1.2,23.3,14.5,28.7,ssc,7.172,,,,,,,,,
2015-08-27,345.335,-1.1,23.3,14.7,31.9,ssc,7.183,,,,,,,,,
2015-08-28,345.313,-2.2,23.3,17.1,31.7,ccc,7.205,,,,,,,,,
2015-08-29,345.311,-0.2,21.7,16.8,22.5,scr,7.207,,,,,,,,,
2015-08-30,345.31,-0.1,21.7,14.3,23.5,ccr,7.208,,,,,,,,,
2015-08-31,345.289,-2.1,21.1,13.3,20.5,crr,7.229,,,,,,,,,
2015-09-01,345.321,3.2,19.4,12.7,17,crr,7.197,,,,,,,,,
2015-09-02,345.356,3.5,20,13.2,23.2,ssc,7.162,,,,,,,,,
2015-09-03,345.371,1.5,20,10.7,20.7,ssc,7.147,,,,,,,,,
2015-09-04,345.361,-1,20,7.5,21.1,ssc,7.157,,,,,,,,,
2015-09-05,345.343,-1.8,18.9,8.3,18.5,ssc,7.175,,,,,,,,,
2015-09-06,345.349,0.6,19.4,9.3,23.5,ssc,7.169,,,,,,,,,
2015-09-07,345.34,-0.9,19.4,12.9,23.7,ssc,7.178,,,,,,,,,
2015-09-08,345.333,-0.7,19.4,12.3,19.9,ccr,7.185,,,,,,,,,
2015-09-09,345.356,2.3,19.4,13.4,23.4,scr,7.162,,,,,,,,,
2015-09-10,345.355,-0.1,20,11.8,25.7,ssc,7.163,,,,,,,,,
2015-09-11,345.358,0.3,20,12.3,27.5,sss,7.16,,,,,,,,,
2015-09-12,345.344,-1.4,20.6,13.2,29,sss,7.174,,,,,,,,,
2015-09-13,345.353,0.9,20,16.3,23.9,ssc,7.165,,,,,,,,,
2015-09-14,345.343,-1,20,8.3,19.4,ccr,7.175,,,,,,,,,
2015-09-15,345.324,-1.9,20,9.9,19.2,ssc,7.194,,,,,,,,,
2015-09-16,345.315,-0.9,20,6.9,18.7,scc,7.203,,,,,,,,,
2015-09-17,345.316,0.1,18.9,11.5,20.1,scr,7.202,,,,,,,,,
2015-09-18,345.313,-0.3,18.9,13,19.7,scc,7.205,,,,,,,,,
2015-09-19,345.295,-1.8,18.9,14.6,17.1,crr,7.223,,,,,,,,,
2015-09-20,345.336,4.1,18.9,14.5,22.9,ccr,7.182,,,,,,,,,
2015-09-21,345.421,8.5,18.3,9.9,19.3,ssc,7.097,,,,,,,,,
2015-09-22,345.434,1.3,18.3,4.9,19.5,ssc,7.084,,,,,,,,,
2015-09-23,345.474,4,17.8,5.5,18.3,scc,7.044,,,,,,,,,
2015-09-24,345.481,0.7,18.3,9.3,18,ssc,7.037,,,,,,,,,
2015-09-25,345.487,0.6,18.3,12.8,16.7,crr,7.031,,,,,,,,,
2015-09-26,345.484,-0.3,18.3,4.4,16.6,ssc,7.034,,,,,,,,,
2015-09-27,345.49,0.6,18.3,1.7,16.1,ssc,7.028,,,,,,,,,
2015-09-28,345.497,0.7,18.3,2.5,16.9,sss,7.021,,,,,,,,,
2015-09-29,345.501,0.4,18.9,1.7,17.5,sss,7.017,,,,,,,,,
2015-09-30,345.508,0.7,18.9,3,18.7,ssc,7.01,,,,,,,,,
2015-10-01,345.511,0.3,18.9,3.2,18.8,scr,7.007,,,,,,,,,
2015-10-02,345.509,-0.2,18.9,4.2,12.1,ccr,7.009,,,,,,,,,
2015-10-03,345.506,-0.3,17.8,3.5,17.4,ssc,7.012,,,,,,,,,
2015-10-04,345.501,-0.5,17.8,4.7,19.8,ssc,7.017,,,,,,,,,
2015-10-05,345.49,-1.1,17.8,4.9,20.2,ssc,7.028,,,,,,,,,
2015-10-06,345.483,-0.7,17.8,5.2,15.9,ccr,7.035,,,,,,,,,
2015-10-07,345.478,-0.5,17.8,10.7,17.5,ccc,7.04,,,,,,,,,
2015-10-08,345.46,-1.8,17.8,13.5,17.5,ccr,7.058,,,,,,,,,
2015-10-09,345.454,-0.6,17.8,13,16.5,ccr,7.064,,,,,,,,,
2015-10-10,345.463,0.9,17.8,13.8,17.1,ccr,7.055,,,,,,,,,
2015-10-11,345.457,-0.6,17.8,12.3,20.7,scc,7.061,,,,,,,,,
2015-10-12,345.471,1.4,17.8,11.1,16.6,ccr,7.047,,,,,,,,,
2015-10-13,345.483,1.2,17.2,6.1,17,ssc,7.035,,,,,,,,,
2015-10-14,345.488,0.5,17.2,4.9,16.2,ssc,7.03,,,,,,,,,
2015-10-15,345.484,-0.4,16.7,3.2,15.5,ssc,7.034,,,,,,,,,
2015-10-16,345.475,-0.9,16.7,3.5,15.5,ssc,7.043,,,,,,,,,
2015-10-17,345.476,0.1,15.6,4.1,16.5,ssc,7.042,,,,,,,,,
2015-10-18,345.48,0.4,15.6,9.6,15.5,ccc,7.038,,,,,,,,,
2015-10-19,345.464,-1.6,16.1,12.3,18.7,ccr,7.054,,,,,,,,,
2015-10-20,345.458,-0.6,16.1,7.3,16.3,scr,7.06,,,,,,,,,
2015-10-21,345.453,-0.5,16.1,6.9,14.1,scr,7.065,,,,,,,,,
2015-10-22,345.456,0.3,16.1,5.8,14.6,ssc,7.062,,,,,,,,,
2015-10-23,345.481,2.5,16.1,3.3,16.7,ssc,7.037,,,,,,,,,
2015-10-24,345.473,-0.8,16.1,2.1,12.4,ssc,7.045,,,,,,,,,
2015-10-25,345.468,-0.5,15,2,12.3,ssc,7.05,,,,,,,,,
2015-10-26,345.464,-0.4,14.4,6.7,10.5,ccr,7.054,,,,,,,,,
2015-10-27,345.474,1,15,6.9,11.5,ccr,7.044,,,,,,,,,
2015-10-28,345.465,-0.9,15,3.5,11.3,crr,7.053,,,,,,,,,
2015-10-29,345.49,2.5,14.4,7.1,11.9,scr,7.028,,,,,,,,,
2015-10-30,345.494,0.4,14.4,7.1,9.5,crr,7.024,,,,,,,,,
2015-10-31,345.496,0.2,14.4,7.4,9.9,ccr,7.022,,,,,,,,,
2015-11-01,345.518,2.2,14.4,7.1,12.3,ccr,7,,,,,,,,,
2015-11-02,345.53,1.2,14.4,7.3,11.5,ccr,6.988,,,,,,,,,
2015-11-03,345.537,0.7,14.4,2.5,9.9,scc,6.981,,,,,,,,,
2015-11-04,345.533,-0.4,14.4,4.1,7.3,ssc,6.985,,,,,,,,,
2015-11-05,345.53,-0.3,14.4,3.9,8.7,ssc,6.988,,,,,,,,,
2015-11-06,345.537,0.7,13.9,3.2,8.9,ccr,6.981,,,,,,,,,
2015-11-07,345.545,0.8,13.9,6.1,7.6,crr,6.973,,,,,,,,,
2015-11-08,345.556,1.1,13.9,3.7,10.5,scc,6.962,,,,,,,,,
2015-11-09,345.57,1.4,13.9,1.9,8.8,ccr,6.948,,,,,,,,,
2015-11-10,345.575,0.5,13.9,2.5,8.5,ssc,6.943,,,,,,,,,
2015-11-11,345.578,0.3,13.9,1.1,8,crx,6.94,,,,,,,,,
2015-11-12,345.58,0.2,13.9,1.8,6.3,crr,6.938,,,,,,,,,
2015-11-13,345.577,-0.3,13.9,4.3,8.3,ccr,6.941,,,,,,,,,
2015-11-14,345.579,0.2,13.9,5.5,9.3,ccr,6.939,,,,,,,,,
2015-11-15,345.584,0.5,13.3,4.1,7.5,rrr,6.934,,,,,,,,,
2015-11-16,345.6,1.6,13.3,0.1,6.9,ssc,6.918,,,,,,,,,
2015-11-17,345.605,0.5,12.8,0.3,6.4,crx,6.913,,,,,,,,,
2015-11-18,345.613,0.8,12.8,0.1,7.6,ssc,6.905,,,,,,,,,
2015-11-19,345.621,0.8,12.2,-0.2,5.5,scx,6.897,,,,,,,,,
2015-11-20,345.63,0.9,11.7,-0.9,6.4,ssc,6.888,,,,,,,,,
2015-11-21,345.641,1.1,11.1,-1.8,7.5,ssc,6.877,,,,,,,,,
2015-11-22,345.629,-1.2,10,0.9,6.2,scc,6.889,,,,,,,,,
2015-11-23,345.613,-1.6,9.4,0.6,3.8,scc,6.905,,,,,,,,,
2015-11-24,345.607,-0.6,8.9,-0.9,6.5,cxx,6.911,,,,,,,,,
2015-11-25,345.603,-0.4,8.9,-4.5,5.4,ccx,6.915,,,,,,,,,
2015-11-26,345.601,-0.2,8.9,-3.6,6.1,ccc,6.917,,,,,,,,,
2015-11-27,345.59,-1.1,8.9,-2.3,0.7,ccc,6.928,,,,,,,,,
2015-11-28,345.575,-1.5,8.3,-2.1,0,ccc,6.943,,,,,,,,,
2015-11-29,345.553,-2.2,8.3,-2.1,0.4,ccc,6.965,,,,,,,,,
2015-11-30,345.535,-1.8,8.3,-1.7,0.5,ccc,6.983,,,,,,,,,
2015-12-01,345.526,-0.9,8.3,-1.9,2.5,ccx,6.992,,,,,,,,,
2015-12-02,345.531,0.5,8.3,-0.6,3.6,scx,6.987,,,,,,,,,
2015-12-03,345.533,0.2,8.3,1.9,5.1,ccc,6.985,,,,,,,,,
2015-12-04,345.536,0.3,8.3,2.6,5.5,ccr,6.982,,,,,,,,,
2015-12-05,345.534,-0.2,8.3,2.3,5.7,ccr,6.984,,,,,,,,,
2015-12-06,345.53,-0.4,8.3,4.3,5.7,ccr,6.988,,,,,,,,,
2015-12-07,345.523,-0.7,7.8,4.3,7.1,ccr,6.995,,,,,,,,,
2015-12-08,345.528,0.5,7.8,4.7,7.3,ccc,6.99,,,,,,,,,
2015-12-09,345.537,0.9,7.8,3.4,6.9,ccc,6.981,,,,,,,,,
2015-12-10,345.545,0.8,7.8,2.6,7.1,ccr,6.973,,,,,,,,,
2015-12-11,345.538,-0.7,8.3,3.9,5.8,ccc,6.98,,,,,,,,,
2015-12-12,345.536,-0.2,8.3,3.9,6.1,ccr,6.982,,,,,,,,,
2015-12-13,345.544,0.8,8.3,4.4,6.9,rrr,6.974,,,,,,,,,
2015-12-14,345.553,0.9,8.3,3.3,5.7,ccr,6.965,,,,,,,,,
2015-12-15,345.548,-0.5,7.8,1.1,4.7,crx,6.97,,,,,,,,,
2015-12-16,345.544,-0.4,7.8,-2.9,5.1,scc,6.974,,,,,,,,,
2015-12-17,345.539,-0.5,7.8,-2.9,2.9,ccc,6.979,,,,,,,,,
2015-12-18,345.531,-0.8,7.8,-0.5,4.5,ccx,6.987,,,,,,,,,
2015-12-19,345.524,-0.7,7.8,1.5,4.7,ccx,6.994,,,,,,,,,
2015-12-20,345.516,-0.8,8.3,1.3,4.5,ccx,7.002,,,,,,,,,
2015-12-21,345.51,-0.6,8.3,0.3,3.9,ccx,7.008,,,,,,,,,
2015-12-22,345.506,-0.4,7.8,-0.9,3.2,ccc,7.012,,,,,,,,,
2015-12-23,345.501,-0.5,7.8,-0.3,3.8,cxx,7.017,,,,,,,,,
2015-12-24,345.494,-0.7,7.8,-1.2,3.3,ccx,7.024,,,,,,,,,
2015-12-25,345.488,-0.6,7.8,-5.9,2.9,ccc,7.03,,,,,,,,,
2015-12-26,345.483,-0.5,7.8,-6.1,0.6,ccx,7.035,,,,,,,,,
2015-12-27,345.479,-0.4,7.8,-0.5,2.3,cxx,7.039,,,,,,,,,
2015-12-28,345.477,-0.2,7.8,-0.7,3.3,ccx,7.041,,,,,,,,,
2015-12-29,345.464,-1.3,7.2,-1.1,2.7,ccc,7.054,,,,,,,,,
2015-12-30,345.45,-1.4,7.2,-2.6,1.3,ccc,7.068,,,,,,,,,
2015-12-31,345.438,-1.2,6.7,-6.3,-0.2,scc,7.08,,,,,,,,,
2016-01-01,345.423,-1.5,6.1,-9.3,-2.9,ssc,7.095,,,,,,,,,
2016-01-02,345.404,-1.9,6.1,-10.5,-2.5,scc,7.114,,,,,,,,,
2016-01-03,345.391,-1.3,5.6,-10.5,-1.3,ccc,7.127,,,,,,,,,
2016-01-04,345.375,-1.6,5.6,-4.7,-2.4,cxx,7.143,,,,,,,,,
2016-01-05,345.357,-1.8,5.6,-3.3,3,ccx,7.161,,,,,,,,,
2016-01-06,345.36,0.3,5.6,0.2,4.1,ccc,7.158,,,,,,,,,
2016-01-07,345.368,0.8,5.6,1.1,5.1,ccx,7.15,,,,,,,,,
2016-01-08,345.373,0.5,5,1.3,5,ccc,7.145,,,,,,,,,
2016-01-09,345.375,0.2,5,0.8,4.5,ccc,7.143,,,,,,,,,
2016-01-10,345.371,-0.4,5,-1.1,4.4,ccc,7.147,,,,,,,,,
2016-01-11,345.366,-0.5,5,1,4.3,ccx,7.152,,,,,,,,,
2016-01-12,345.354,-1.2,5,1.3,4.1,cxx,7.164,,,,,,,,,
2016-01-13,345.337,-1.7,5,1,4.5,ccx,7.181,,,,,,,,,
2016-01-14,345.323,-1.4,5,1.5,4.7,ccr,7.195,,,,,,,,,
2016-01-15,345.315,-0.8,5,2.1,5.3,ccc,7.203,,,,,,,,,
2016-01-16,345.308,-0.7,5,1.1,3.5,cxx,7.21,,,,,,,,,
2016-01-17,345.303,-0.5,5,2,4.6,ccx,7.215,,,,,,,,,
2016-01-18,345.295,-0.8,5,2.7,6.1,crx,7.223,,,,,,,,,
2016-01-19,345.294,-0.1,5,2.5,6.6,ccc,7.224,,,,,,,,,
2016-01-20,345.291,-0.3,5,2.3,7,scc,7.227,,,,,,,,,
2016-01-21,345.286,-0.5,5,3.2,5.3,ccr,7.232,,,,,,,,,
2016-01-22,345.283,-0.3,4.4,2.5,5.9,ccc,7.235,,,,,,,,,
2016-01-23,345.278,-0.5,4.4,2.4,4.7,ccc,7.24,,,,,,,,,
2016-01-24,345.274,-0.4,4.4,3,6.9,ccc,7.244,,,,,,,,,
2016-01-25,345.268,-0.6,4.4,2.4,5.9,ccc,7.25,,,,,,,,,
2016-01-26,345.277,0.9,4.4,2.7,5.5,ccc,7.241,,,,,,,,,
2016-01-27,345.285,0.8,4.4,2.9,6.2,ccr,7.233,,,,,,,,,
2016-01-28,345.299,1.4,4.4,3.2,7.8,crr,7.219,,,,,,,,,
2016-01-29,345.296,-0.3,4.4,1.3,5.9,ccr,7.222,,,,,,,,,
2016-01-30,345.291,-0.5,4.4,1.8,6.5,ccc,7.227,,,,,,,,,
2016-01-31,345.287,-0.4,4.4,1.5,5.7,ccr,7.231,,,,,,,,,
2016-02-01,345.283,-0.4,4.4,2.7,7.4,scc,7.235,,,,,,,,,
2016-02-02,345.277,-0.6,4.4,1.9,7.4,scc,7.241,,,,,,,,,
2016-02-03,345.283,0.6,4.4,0.8,7.1,ccc,7.235,,,,,,,,,
2016-02-04,345.291,0.8,4.4,-0.1,6.6,ccx,7.227,,,,,,,,,
2016-02-05,345.284,-0.7,4.4,1.3,5.5,ccc,7.234,,,,,,,,,
2016-02-06,345.276,-0.8,4.4,-0.6,12.3,scc,7.242,,,,,,,,,
2016-02-07,345.267,-0.9,4.4,-0.7,4.9,ccx,7.251,,,,,,,,,
2016-02-08,345.26,-0.7,4.4,2.1,7.3,ccc,7.258,,,,,,,,,
2016-02-09,345.255,-0.5,4.4,0.3,5.9,ssc,7.263,,,,,,,,,
2016-02-10,345.247,-0.8,4.4,1.1,6.3,ccc,7.271,,,,,,,,,
2016-02-11,345.241,-0.6,4.4,0.7,6.1,ccr,7.277,,,,,,,,,
2016-02-12,345.244,0.3,4.4,3.4,8.8,scr,7.274,,,,,,,,,
2016-02-13,345.253,0.9,4.4,2.9,7.4,ccc,7.265,,,,,,,,,
2016-02-14,345.261,0.8,4.4,2.3,6.3,ccr,7.257,,,,,,,,,
2016-02-15,345.266,0.5,4.4,3.5,7.3,ccr,7.252,,,,,,,,,
2016-02-16,345.272,0.6,5,3.4,9.9,scr,7.246,,,,,,,,,
2016-02-17,345.28,0.8,5,4.2,6.3,ccr,7.238,,,,,,,,,
2016-02-18,345.291,1.1,5,4.6,7.9,rrr,7.227,,,,,,,,,
2016-02-19,345.303,1.2,5,3.8,8.3,crr,7.215,,,,,,,,,
2016-02-20,345.32,1.7,5,2,12.2,ssc,7.198,,,,,,,,,
2016-02-21,345.341,2.1,5,0.1,8.3,ssc,7.177,,,,,,,,,
2016-02-22,345.363,2.2,5,3.3,9.5,scr,7.155,,,,,,,,,
2016-02-23,345.369,0.6,5.6,1,9.5,ssc,7.149,,,,,,,,,
2016-02-24,345.373,0.4,5.6,1.3,10.7,ssc,7.145,,,,,,,,,
2016-02-25,345.375,0.2,5.6,0.1,10.6,ssc,7.143,,,,,,,,,
2016-02-26,345.381,0.6,5.6,1.6,11.4,scr,7.137,,,,,,,,,
2016-02-27,345.388,0.7,5.6,2.1,13,ssc,7.13,,,,,,,,,
2016-02-28,345.394,0.6,5.6,2.7,11.6,rrr,7.124,,,,,,,,,
2016-02-29,345.398,0.4,5.6,5.5,13.3,scr,7.12,,,,,,,,,
2016-03-01,345.405,0.7,5.6,4.7,9.2,ccr,7.113,,,,,,,,,
2016-03-02,345.413,0.8,5.6,5.4,10.1,ccc,7.105,,,,,,,,,
2016-03-03,345.43,1.7,6.1,3.9,11.2,rrr,7.088,,,,,,,,,
2016-03-04,345.449,1.9,6.1,6.1,11.9,scr,7.069,,,,,,,,,
2016-03-05,345.468,1.9,6.1,6.9,14.9,ssc,7.05,,,,,,,,,
2016-03-06,345.489,2.1,6.1,3.3,12.7,scr,7.029,,,,,,,,,
2016-03-07,345.506,1.7,6.1,2.7,10.1,scr,7.012,,,,,,,,,
2016-03-08,345.524,1.8,6.7,5.9,11.9,ssc,6.994,,,,,,,,,
2016-03-09,345.539,1.5,6.7,4.7,11.7,scr,6.979,,,,,,,,,
2016-03-10,345.558,1.9,6.7,4.5,13.1,ssc,6.96,,,,,,,,,
2016-03-11,345.579,2.1,6.7,2.5,14.1,ssc,6.939,,,,,,,,,
2016-03-12,345.598,1.9,6.7,3.1,12.7,scr,6.92,,,,,,,,,
2016-03-13,345.618,2,6.7,2.5,11.9,scr,6.9,,,,,,,,,
2016-03-14,345.641,2.3,6.7,4.3,8.1,scr,6.877,,,,,,,,,
2016-03-15,345.66,1.9,7.2,3.7,9.2,ssr,6.858,,,,,,,,,
2016-03-16,345.676,1.6,7.2,2.2,10.1,scr,6.842,,,,,,,,,
2016-03-17,345.681,0.5,7.2,-0.5,11.6,ssc,6.837,,,,,,,,,
2016-03-18,345.684,0.3,8.9,-1.4,13.1,ssc,6.834,,,,,,,,,
2016-03-19,345.688,0.4,8.9,2.7,13.9,ssc,6.83,,,,,,,,,
2016-03-20,345.683,-0.5,8.9,4.1,10.5,scr,6.835,,,,,,,,,
2016-03-21,345.68,-0.3,10,5.8,16.3,ssc,6.838,,,,,,,,,
2016-03-22,345.684,0.4,10,5.3,13.7,scr,6.834,,,,,,,,,
2016-03-23,345.691,0.7,10.6,4.6,12.8,scr,6.827,,,,,,,,,
2016-03-24,345.698,0.7,11.1,5.1,11.4,ccr,6.82,,,,,,,,,
2016-03-25,345.709,1.1,11.7,1,11.8,ccr,6.809,,,,,,,,,
2016-03-26,345.718,0.9,11.7,5.9,15.1,ssc,6.8,,,,,,,,,
2016-03-27,345.731,1.3,12.2,5.7,9,rrr,6.787,,,,,,,,,
2016-03-28,345.743,1.2,12.2,5.5,14.5,scc,6.775,,,,,,,,,
2016-03-29,345.746,0.3,12.2,1.1,17.1,ssc,6.772,,,,,,,,,
2016-03-30,345.747,0.1,12.2,1.5,18.9,ssc,6.771,,,,,,,,,
2016-03-31,345.754,0.7,12.8,3.3,22.3,ssc,6.764,,,,,,,,,
2016-04-01,345.767,1.3,12.8,4.1,23,ssc,6.751,,,,,,,,,
2016-04-02,345.784,1.7,12.8,6.7,22,ssc,6.734,,,,,,,,,
2016-04-03,345.807,2.3,12.8,7,20.3,ssc,6.711,,,,,,,,,
2016-04-04,345.861,5.4,12.8,7.9,17.9,rrr,6.657,,,,,,,,,
2016-04-05,345.906,4.5,12.8,3.1,11.3,ccr,6.612,,,,,,,,,
2016-04-06,345.965,5.9,12.8,7.1,16,scc,6.553,,,,,,,,,
2016-04-07,346.001,3.6,11.7,5,19.7,ssc,6.517,,,,,,,,,
2016-04-08,346.034,3.3,12.2,7.9,25.9,scc,6.484,,,,,,,,,
2016-04-09,346.089,5.5,12.8,4.3,26.3,ssc,6.429,,,,,,,,,
2016-04-10,346.141,5.2,12.8,3.5,26.7,ssc,6.377,,,,,,,,,
2016-04-11,346.181,4,13.3,4.1,21.6,ssc,6.337,,,,,,,,,
2016-04-12,346.215,3.4,13.3,4.9,23.9,ssc,6.303,,,,,,,,,
2016-04-13,346.25,3.5,13.3,6.7,20.7,ssc,6.268,,,,,,,,,
2016-04-14,346.301,5.1,13.9,6.7,21.6,ssc,6.217,,,,,,,,,
2016-04-15,346.33,2.9,13.9,5.7,21.1,scc,6.188,,,,,,,,,
2016-04-16,346.344,1.4,14.4,3.4,19.9,scc,6.174,,,,,,,,,
2016-04-17,346.369,2.5,14.4,9.4,28.1,ssc,6.149,,,,,,,,,
2016-04-18,346.391,2.2,15.6,10.2,27.1,ssc,6.127,,,,,,,,,
2016-04-19,346.464,7.3,15.6,10.9,27.1,ssc,6.054,,,,,,,,,
2016-04-20,346.54,7.6,15.6,9.8,29.4,ssc,5.978,,,,,,,,,
2016-04-21,346.658,11.8,15.6,13.3,30.4,scr,5.86,,,,,,,,,
2016-04-22,346.807,14.9,15.6,9.9,19.5,ccc,5.711,,,,,,,,,
2016-04-23,346.934,12.7,16.1,11.4,22.3,scc,5.584,,,,,,,,,
2016-04-24,347.054,12,16.1,10.9,23.1,scr,5.464,,,,,,,,,
2016-04-25,347.145,9.1,15.6,9.1,19.8,scc,5.373,,,,,,,,,
2016-04-26,347.21,6.5,15.6,5.1,22.9,ssc,5.308,,,,,,,,,
2016-04-27,347.261,5.1,15.6,7,25.5,ssc,5.257,,,,,,,,,
2016-04-28,347.296,3.5,15.6,7.1,24.6,ssc,5.222,,,,,,,,,
2016-04-29,347.331,3.5,15.6,11.5,27.2,ccr,5.187,,,,,,,,,
2016-04-30,347.372,4.1,15.6,8.5,24.7,ssc,5.146,,,,,,,,,
2016-05-01,347.394,2.2,16.1,6.2,26,sss,5.124,,,,,,,,,
2016-05-02,347.416,2.2,16.1,8.5,30,sss,5.102,,,,,,,,,
2016-05-03,347.457,4.1,16.1,13.8,30.7,ssc,5.061,,,,,,,,,
2016-05-04,347.533,7.6,16.1,13.5,28.1,scr,4.985,,,,,,,,,
2016-05-05,347.614,8.1,16.1,12.9,22.6,ssc,4.904,,,,,,,,,
2016-05-06,347.676,6.2,16.1,8,28,ssc,4.842,,,,,,,,,
2016-05-07,347.723,4.7,17.2,8.6,30.5,sss,4.795,,,,,,,,,
2016-05-08,347.8,7.7,17.2,16.7,29.7,ssc,4.718,,,,,,,,,
2016-05-09,347.833,3.3,17.2,5.8,23.2,ssc,4.685,,,,,,,,,
2016-05-10,347.845,1.2,17.2,5.9,25.5,ssc,4.673,,,,,,,,,
2016-05-11,347.81,-3.5,16.1,13.8,20.3,ccr,4.708,,,,,,,,,
2016-05-12,347.851,4.1,16.7,11.1,24.9,ssc,4.667,,,,,,,,,
2016-05-13,347.83,-2.1,16.7,7.3,28.7,ssc,4.688,,,,,,,,,
2016-05-14,347.841,1.1,16.7,12.1,29.7,ssc,4.677,,,,,,,,,
2016-05-15,347.836,-0.5,16.7,10.1,30.5,ssc,4.682,,,,,,,,,
2016-05-16,347.829,-0.7,17.2,11.9,28.9,ssc,4.689,,,,,,,,,
2016-05-17,347.833,0.4,17.2,12.6,28.6,ssc,4.685,,,,,,,,,
2016-05-18,347.84,0.7,17.2,12.1,26.8,scr,4.678,,,,,,,,,
2016-05-19,347.848,0.8,17.2,9.1,24.9,scr,4.67,,,,,,,,,
2016-05-20,347.881,3.3,16.7,9.9,25.6,ssc,4.637,,,,,,,,,
2016-05-21,347.885,0.4,16.7,12.3,20.6,ccr,4.633,,,,,,,,,
2016-05-22,347.894,0.9,16.7,11.3,16.6,rrr,4.624,,,,,,,,,
2016-05-23,347.919,2.5,16.7,11,25.3,ssc,4.599,,,,,,,,,
2016-05-24,347.925,0.6,16.7,10.1,29,ssc,4.593,,,,,,,,,
2016-05-25,347.914,-1.1,16.7,13.9,29.1,scc,4.604,,,,,,,,,
2016-05-26,347.916,0.2,16.7,14.5,24.7,ccr,4.602,,,,,,,,,
2016-05-27,347.96,4.4,16.7,9.9,15.5,ccr,4.558,,,,,,,,,
2016-05-28,347.969,0.9,16.7,7.4,16.4,ccr,4.549,,,,,,,,,
2016-05-29,347.993,2.4,15.6,9.1,17.5,scr,4.525,,,,,,,,,
2016-05-30,347.98,-1.3,15.6,6.6,24.7,ssc,4.538,,,,,,,,,
2016-05-31,347.953,-2.7,16.7,8.7,25.5,ssc,4.565,,,,,,,,,
2016-06-01,347.925,-2.8,16.7,11.9,24.4,scr,4.593,,,,,,,,,
2016-06-02,347.919,-0.6,17.2,13.9,25.2,ssc,4.599,,,,,,,,,
2016-06-03,347.917,-0.2,17.2,13.1,23.8,scc,4.601,,,,,,,,,
2016-06-04,347.92,0.3,17.2,10.7,26.7,ssc,4.598,,,,,,,,,
2016-06-05,347.923,0.3,17.2,14.5,34.1,sss,4.595,,,,,,,,,
2016-06-06,347.934,1.1,17.8,14.9,36.3,sss,4.584,,,,,,,,,
2016-06-07,347.946,1.2,17.8,15.1,32.2,ssc,4.572,,,,,,,,,
2016-06-08,347.943,-0.3,17.8,18.7,31,scr,4.575,,,,,,,,,
2016-06-09,347.971,2.8,19.4,13.3,26.5,ssc,4.547,,,,,,,,,
2016-06-10,347.975,0.4,17.2,13.1,23.3,ccr,4.543,,,,,,,,,
2016-06-11,347.966,-0.9,16.1,10.6,19.7,scr,4.552,,,,,,,,,
